hcp_id,hcp_specialty,t1_diag_pat,t1_treated_pat,total_unique_pat_treated,unique_cancer_treated,t1_nps,t1_platinum_pat,t1_platinum_pat_1L,comp_a_claims,comp_r_claims,comp_z_claims,t1_pat_1L,t1_pat_2Lplus,t1_calls,t2_calls,t1_avg_gap,t2_avg_gap,Display_Impressions,Email_Opens,e-Newsletters_Opens,e-Newsletters_Sent,Display- eNewsletters_Sent,In App_Impressions,In-office Video/ Wallboards_Deli,Email_Delivered_EM,Direct Mail_Delivered_DM,Display- Targeted/Programmatic_I,Text Ad_Clicks,admisson_impressions,print_exposure,ABC_t1_nps
10333,Oncology,1,1,46,6,0,1,0,0,0,0,0,1,6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10334,Oncology,3,1,71,8,0,1,0,2,0,0,0,1,3,1.5,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0.119520958,0
10335,Oncology,4,1,90,8,0,1,0,1,0,0,0,1,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
10336,Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10337,Others,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10338,Others,0,1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10339,Oncology,3,1,42,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0
10340,Oncology,13,1,158,9,1,1,1,0,0,0,1,0,5.5,4.5,0,0,0,0,2,4,2,0,0,1,1,0,1,6,0.119489724,0
10341,Others,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10342,Oncology,0,1,25,5,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10343,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10344,Others,2,1,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10345,Oncology,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
10346,Others,2,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10347,Others,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10348,Oncology,4,1,369,8,0,0,0,0,0,0,0,1,5.5,4,187.8181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119520958,0
10349,Others,8,1,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10350,Oncology,1,1,71,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
10351,Others,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10352,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10353,Others,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10354,Oncology,5,1,41,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0.119489724,0
10355,Others,3,1,20,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10356,Oncology,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
10357,Oncology,0,1,102,7,1,0,0,0,0,0,0,0,4,0,0,373.8,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
10358,Oncology,0,1,70,8,0,1,0,0,0,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10359,Oncology,1,1,93,8,0,0,0,1,0,0,0,0,12,2.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
10360,Oncology,5,1,200,9,0,1,1,0,0,0,1,0,5.1,13,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0.119489724,0
10361,Others,2,1,10,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10362,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10363,Others,4,1,19,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10364,Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10365,Others,11,1,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10366,Oncology,0,1,11,6,0,1,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10367,Oncology,8,1,492,9,0,0,0,0,0,0,0,0,7.5,8,0,0,0,0,0,4,3,0,0,9,1,0,0,31,0.119489724,0
10368,Others,1,1,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10369,Others,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10370,Oncology,3,1,75,6,0,0,0,0,0,0,0,1,4,1.5,61.57142857,103,0,0,0,0,0,0,0,0,0,0,1,0,0.119520958,1
10371,Oncology,4,1,83,7,1,1,1,0,0,0,1,0,7.6,5.5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.119489724,0
10372,Gynecology,15,1,1,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10373,Oncology,18,1,232,7,0,0,0,0,0,0,0,1,11.1,17.5,0,41,0,0,0,0,0,0,0,5,1,0,0,33,0.119489724,0
10374,Others,1,1,27,2,0,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,Oncology,2,1,127,5,1,1,1,0,0,0,1,0,12.6,10,0,0,0,0,0,0,9,0,10,5,1,0,0,21,0.119489724,0
10376,Oncology,0,1,24,5,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10378,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10379,Others,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10380,Others,0,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10381,Others,0,1,12,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10382,Others,0,1,8,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10383,Others,0,1,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10384,Others,1,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10385,Oncology,4,1,55,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,7,1,2,0,0,0.119489724,0
10386,Oncology,4,1,172,8,1,1,1,1,0,0,1,0,9,3.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
10387,Gynecology,1,1,2,2,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10388,Others,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10389,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10390,Others,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10391,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10392,Oncology,6,1,60,8,0,0,0,13,0,0,0,1,10,5,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0.119489724,0
10393,Others,3,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10394,Others,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10395,Oncology,0,1,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,0,0,0,0,0,0,0.119520958,0
10396,Others,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10398,Others,4,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10399,Oncology,0,1,42,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.119489724,1
10400,Others,0,1,5,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
10401,Oncology,5,1,117,6,1,0,0,19,0,0,1,0,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10402,Others,0,1,17,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10403,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10404,Others,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10406,Others,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,Others,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10408,Others,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10409,Oncology,0,1,458,6,0,0,0,0,0,0,0,0,15.2,18,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
10410,Oncology,1,1,27,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.119520958,0
10411,Others,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10412,Oncology,0,1,122,3,0,0,0,0,0,0,0,0,0.5,6,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0.119520958,0
10413,Others,1,1,19,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10414,Oncology,0,1,53,4,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,14,16,8,0,10,0,0,52,0,133,0,0
10415,Oncology,0,1,222,5,1,0,0,0,0,0,0,1,6.5,7,121,0,0,0,3,4,10,1,0,0,0,0,0,0,0.119489724,0
10416,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10417,Others,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,Others,0,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10419,Others,1,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,Others,0,1,4,2,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,Oncology,1,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
10422,Oncology,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10423,Oncology,0,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0.119489724,0
10424,Others,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,Others,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,Gynecology,76,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,7,0,0
10427,Others,0,1,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,Others,4,1,8,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,Others,0,1,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10430,Others,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10431,Others,2,1,38,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
10432,Others,4,1,52,4,0,0,0,0,0,0,0,1,19.5,9.5,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,Others,2,1,2,2,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10434,Others,0,1,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10435,Oncology,0,1,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,0,10,7,1,12,0,136,0.119489724,0
10436,Others,2,1,227,3,0,0,0,0,0,0,0,0,4.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437,Oncology,0,1,64,6,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
10438,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,Gynecology,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
10440,Oncology,0,1,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0
10441,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10443,Others,11,1,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
10444,Others,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10445,Oncology,3,1,46,8,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10446,Oncology,2,1,192,9,0,0,0,0,0,0,1,0,8,6.5,248,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119489724,0
10447,Oncology,12,1,1,1,0,0,0,1,0,0,0,0,18,7.5,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0
10448,Oncology,3,1,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.119489724,0
10449,Others,0,1,11,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,Others,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,Others,4,1,4,2,0,0,0,0,0,0,0,1,21,0,10.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10453,Others,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,Others,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,Others,2,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,Oncology,0,1,29,7,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,8,7,0,0,0,0,0,0,0,0,0
10457,Others,1,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,Others,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10459,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,Oncology,2,1,117,3,0,1,1,0,0,0,1,0,1,1.5,0,0,5,0,0,0,5,0,0,4,1,0,0,0,0.119489724,0
10461,Others,6,1,4,3,0,0,0,0,0,0,0,1,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,Oncology,2,1,139,6,1,0,0,0,0,0,0,1,8,2.5,78.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
10463,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10464,Oncology,7,1,127,9,1,1,1,5,0,0,1,0,4,3.5,0,0,0,0,0,0,5,0,0,0,1,0,0,18,0.119520958,0
10465,Oncology,3,1,165,8,0,1,0,2,0,0,0,1,3,1.5,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0.119520958,0
10466,Oncology,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,Oncology,4,1,50,4,0,0,0,0,0,0,0,1,6.5,5.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10468,Others,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10469,Oncology,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,Others,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10471,Others,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10472,Others,0,1,31,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10473,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10474,Others,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10475,Oncology,0,1,101,7,1,0,0,0,0,0,1,0,10.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.119489724,0
10476,Oncology,0,1,51,3,0,0,0,0,0,0,0,1,0,0,97,0,0,0,0,0,5,0,0,0,1,4,0,60,0.119489724,0
10477,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10478,Oncology,4,1,32,6,0,0,0,0,0,0,0,0,13,6,0,0,0,1,0,0,0,0,10,5,1,15,0,0,0.119489724,0
10479,Oncology,4,1,13,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
10480,-,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10481,Others,6,1,36,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
10482,Others,1,1,16,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10483,Oncology,3,1,100,6,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10484,Others,10,1,109,7,0,1,1,0,0,0,1,0,12,7.5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
10485,Others,4,1,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10486,Others,14,1,154,8,0,1,1,0,0,0,1,0,8,9.5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
10487,Oncology,0,1,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10488,Oncology,3,1,220,8,1,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,2,0,6,1,0,0,9,0,0
10489,Others,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10490,Others,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10491,Others,0,1,2,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10492,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10493,Others,2,1,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10494,Oncology,3,1,218,9,0,0,0,10,0,0,0,1,3.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
10495,Gynecology,4,1,1,1,1,0,0,0,0,0,1,0,12.5,0,0,0,0,0,6,8,9,0,0,1,0,1,0,207,0,0
10496,Others,13,1,158,9,0,0,0,0,0,0,0,1,7.5,6,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
10497,Others,2,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10498,Oncology,5,1,50,8,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0.119520958,0
10499,Others,3,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,Others,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10501,Others,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
10502,Others,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10503,Others,0,1,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10504,Oncology,5,1,84,6,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
10505,Others,4,1,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10506,Oncology,1,1,30,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
10507,Others,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10508,Oncology,0,1,39,7,0,0,0,0,0,1,0,1,2,1.2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0.119489724,0
10509,Oncology,15,1,82,7,0,0,0,0,0,0,0,0,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10510,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10511,Oncology,6,1,64,6,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,10,4,1,0,1,0,0,0
10512,Oncology,10,1,235,8,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.119520958,0
10513,Oncology,16,1,80,8,0,1,0,2,0,0,0,1,7.5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119489724,0
10514,Oncology,6,1,28,6,0,0,0,0,0,0,0,1,1,0.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
10515,Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10516,Others,3,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10517,Oncology,8,1,64,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.119489724,0
10518,Others,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10519,Others,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10520,Others,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10521,Others,0,1,22,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10522,Gynecology,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10523,Others,3,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10524,Others,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,Oncology,6,1,167,9,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,7,0,0,0,1,0,0,46,0.119520958,0
10526,Others,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10527,Others,0,1,25,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
10528,Oncology,3,1,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10529,Others,0,1,12,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,Others,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10531,Others,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10532,Oncology,13,1,65,3,0,0,0,0,0,0,0,0,4.5,5.5,0,0,15,0,6,4,0,0,0,0,0,0,0,125,0.119489724,0
